Name;Age;Boarded;Position;Lifeboat;Body;Sex;Class;Group
?or, Mr. Bartol;35;S;3classPass;;;m;3;3class
?or, Mr. Ivan;27;S;3classPass;;;m;3;3class
?or, Mr. Liudevit;19;S;3classPass;;;m;3;3class
"Corn, Mr. Henry ""Harry""";30;S;3classPass;;;m;3;3class
Corr, Miss Helen;16;Q;3classPass;16;;f;3;3class
Coutts, Mrs. Mary Winnie (née Trainer);36;S;3classPass;2;;f;3;3class
"Coutts, Master William Loch ""Willie""";9;S;3classPass;2;;m;3;3class
Coutts, Master Neville Leslie;3;S;3classPass;2;;m;3;3class
Coxon, Mr. Daniel;59;S;3classPass;;;m;3;3class
Crease, Mr. Ernest James;19;S;3classPass;;;m;3;3class
Cribb, Mr. John Hatfield;44;S;3classPass;;;m;3;3class
Cribb, Miss Laura Mae;16;S;3classPass;12;;f;3;3class
?ulumovi?, Mr. Jeso;17;S;3classPass;;;m;3;3class
Dahir, Mr. Tannous;28;C;3classPass;;;m;3;3class
Dahl, Mr. Charles Edwart;45;S;3classPass;15;;m;3;3class
Dahlberg, Miss Gerda Ulrika;22;S;3classPass;;;f;3;3class
Daki?, Mr. Branko;19;S;3classPass;;;m;3;3class
"Daly, Miss Margaret ""Maggie""";30;Q;3classPass;15;;f;3;3class
Daly, Mr. Eugene Patrick;29;Q;3classPass;B;;m;3;3class
Danbom, Mr. Ernst Gilbert;34;S;3classPass;;197MB;m;3;3class
Danbom, Mrs. Anna Sigrid Maria (née Brogren);28;S;3classPass;;;f;3;3class
Danbom, Master Gilbert Sigvard Emanuel;0,25;S;3classPass;;;m;3;3class
Danoff, Mr. Yoto;27;S;3classPass;;;m;3;3class
Dantcheff, Mr. Ristju;25;S;3classPass;;;m;3;3class
Davies, Mr. Evan;22;S;3classPass;;;m;3;3class
Davies, Mr. Alfred John;24;S;3classPass;;;m;3;3class
Davies, Mr. John Samuel;21;S;3classPass;;;m;3;3class
Davies, Mr. Joseph;17;S;3classPass;;;m;3;3class
"Davison, Mr. Thomas Henry ""Harry""";32;S;3classPass;;;m;3;3class
Davison, Mrs. Mary Elizabeth;34;S;3classPass;16;;f;3;3class
De Messemaeker, Mr. Guillaume Joseph;36;S;3classPass;15;;m;3;3class
De Messemaeker, Mrs. Anna (née de Becker);36;S;3classPass;13;;f;3;3class
de Mulder, Mr. Theodoor;36;S;3classPass;11;;m;3;3class
de Pelsmaeker, Mr. Alfons;16;S;3classPass;;;m;3;3class
Dean, Mr. Bertram Frank;25;S;3classPass;;;m;3;3class
Dean, Mrs. Eva Georgetta (née Light);32;S;3classPass;10;;f;3;3class
Dean, Master Bertram Vere;1;S;3classPass;;;m;3;3class
"Dean, Miss Elizabeth Gladys ""Millvina""";0,166;S;3classPass;;;f;3;3class
Delali?, Mr. Redjo;25;S;3classPass;;;m;3;3class
Denkoff, Mr. Mitto;30;S;3classPass;;;m;3;3class
Dennis, Mr. William;26;S;3classPass;;;m;3;3class
Dennis, Mr. Samuel;22;S;3classPass;;;m;3;3class
Devaney, Miss Margaret Delia;19;Q;3classPass;C;;f;3;3class
Dika, Mr. Mirko;17;S;3classPass;;;m;3;3class
Dimi?, Mr. Jovan;42;S;3classPass;;;m;3;3class
Dintcheff, Mr. Valtcho;43;S;3classPass;;;m;3;3class
Donohoe, Miss Bridget;21;Q;3classPass;;;f;3;3class
Dooley, Mr. Patrick J.;43;Q;3classPass;;;m;3;3class
Dorking, Mr. Edward Arthur;18;S;3classPass;B;;m;3;3class
"Doherty, Mr. William John (aka ""James Moran"")";22;Q;3classPass;;;m;3;3class
Dowdell, Miss Elizabeth;31;S;3classPass;13;;f;3;3class
Doyle, Miss Elizabeth;24;Q;3classPass;;;f;3;3class
Draženovi?, Mr. Jozef;33;C;3classPass;;51MB;m;3;3class
Dropkin, Miss Jennie;24;S;3classPass;13;;f;3;3class
Duquemin, Mr. Joseph Pierre;19;S;3classPass;D;;m;3;3class
Dwan, Mr. Frank;65;Q;3classPass;;;m;3;3class
Dyker, Mr. Adolf Fredrik;23;S;3classPass;;;m;3;3class
Dyker, Mrs. Anna Elisabeth Judith (née Andersson);22;S;3classPass;16;;f;3;3class
Edvardsson, Mr. Gustaf Hjalmar;18;S;3classPass;;;m;3;3class
Eklund, Mr. Hans Linus;16;S;3classPass;;;m;3;3class
Ekström, Mr. Johan;45;S;3classPass;;;m;3;3class
Elias, Mr. Dibo;29;C;3classPass;;;m;3;3class
Elias, Mr. Joseph Jr.;15;C;3classPass;;;m;3;3class
Elias Nasrallah, Mr. Tannous;17;C;3classPass;;;m;3;3class
Elsbury, Mr. William James;47;S;3classPass;;;m;3;3class
Emanuel, Miss Virginia Ethel;6;S;3classPass;13;;f;3;3class
Estanislau, Mr. Manuel Gonçalves;37;S;3classPass;;;m;3;3class
Everett, Mr. Thomas James;39;S;3classPass;;187MB;m;3;3class
Fardon, Mr. Charles R.(alias Charles Franklin);38;C;3classPass;;;m;3;3class
"Farrell, Mr. James ""Jim""";25;Q;3classPass;;68MB;m;3;3class
Finoli, Mr. Luigi;34;S;3classPass;15;;m;3;3class
Fischer, Mr. Eberhard Thelander;18;S;3classPass;;;m;3;3class
"Fleming, Miss Honora ""Nora""";22;Q;3classPass;;;f;3;3class
Flynn, Mr. James;28;Q;3classPass;;;m;3;3class
Flynn, Mr. John;42;Q;3classPass;;;m;3;3class
Foley, Mr. Joseph;19;Q;3classPass;;;m;3;3class
Foley, Mr. William;20;Q;3classPass;;;m;3;3class
Ford, Mr. Arthur;22;S;3classPass;;;m;3;3class
Ford, Mrs. Margaret Ann (née Watson);48;S;3classPass;;;f;3;3class
Ford, Miss Dollina Margaret;20;S;3classPass;;;f;3;3class
Ford, Mr. Edward Watson;18;S;3classPass;;;m;3;3class
Ford, Mr. William Neal Thomas;16;S;3classPass;;;m;3;3class
Ford, Miss Robina Maggie;7;S;3classPass;;;f;3;3class
Fox, Mr. Patrick;28;Q;3classPass;;;m;3;3class
Gallagher, Mr. Martin;29;Q;3classPass;;;m;3;3class
Garfirth, Mr. John;21;S;3classPass;;;m;3;3class
Gerios Thamah, Mr. Assaf;21;C;3classPass;;;m;3;3class
Gheorgheff, Mr. Stanio;25;C;3classPass;;;m;3;3class
Gilinski, Mr. Eliezer;22;S;3classPass;;47MB;m;3;3class
"Gilnagh, Miss Mary Katherine ""Katie""";17;Q;3classPass;16;;f;3;3class
Glynn, Miss Mary Agatha;19;Q;3classPass;13;;f;3;3class
Goldsmith, Mr. Frank John;33;S;3classPass;;;m;3;3class
Goldsmith, Mrs. Emily Alice (née Brown);31;S;3classPass;C;;f;3;3class
Goldsmith, Master Frank John William;9;S;3classPass;C;;m;3;3class
Goldsmith, Mr. Nathan;41;S;3classPass;;;m;3;3class
Goodwin, Mr. Frederick Joseph;42;S;3classPass;;;m;3;3class
Goodwin, Mrs. Augusta (née Tyler);43;S;3classPass;;;f;3;3class
Goodwin, Miss Lillian Amy;16;S;3classPass;;;f;3;3class
Goodwin, Mr. Charles Edward;14;S;3classPass;;;m;3;3class
Goodwin, Master William Frederick;13;S;3classPass;;;m;3;3class
Goodwin, Miss Jessie Allis Mary;12;S;3classPass;;;f;3;3class
Goodwin, Master Harold Victor;10;S;3classPass;;;m;3;3class
Goodwin, Master Sidney Leslie;1;S;3classPass;;4MB[88];m;3;3class
Green, Mr. George Henry;40;S;3classPass;;;m;3;3class
Grønnestad, Mr. Daniel Danielsen;32;S;3classPass;;;m;3;3class
Guest, Mr. Robert;32;S;3classPass;;;m;3;3class
Gustafsson, Mr. Alfred Ossian;19;S;3classPass;;;m;3;3class
Gustafsson, Mr. Anders Vilhelm;37;S;3classPass;;98MB;m;3;3class
Gustafsson, Mr. Johan Birger;28;S;3classPass;;;m;3;3class
Gustafsson, Mr. Karl Gideon;19;S;3classPass;;;m;3;3class
Haas, Miss Aloisia;24;S;3classPass;;;f;3;3class
Hagland, Mr. Ingvald Olai Olsen;28;S;3classPass;;;m;3;3class
Hagland, Mr. Konrad Mathias Reiersen;19;S;3classPass;;;m;3;3class
Hakkarainen, Mr Pekka Pietari;28;S;3classPass;;;m;3;3class
Hakkarainen, Mrs. Elin Matilda (née Dolck);24;S;3classPass;15;;f;3;3class
Hampe, Mr. Léon Jérome;19;S;3classPass;;;m;3;3class
Hanna, Mr. Borak Suleiman;27;C;3classPass;15;;m;3;3class
Hanna, Mr. Bulus;18;C;3classPass;;;m;3;3class
Hanna, Mr. Mansur;35;C;3classPass;;188MB;m;3;3class
Hansen, Mr. Claus Peter;41;S;3classPass;;;m;3;3class
Hansen, Mrs. Jennie Louise (née Howard);45;S;3classPass;11;;f;3;3class
Hansen, Mr. Henrik Juul;26;S;3classPass;;;m;3;3class
Hansen, Mr. Henry Damsgaard;21;S;3classPass;;69MB;m;3;3class
"Hargadon, Miss Catherine ""Kate""";17;Q;3classPass;;;f;3;3class
Harknett, Miss Alice Phoebe;21;S;3classPass;;;f;3;3class
Hart, Mr. Henry John;27;Q;3classPass;;;m;3;3class
Healy, Miss Hanora (Nora);29;Q;3classPass;16;;f;3;3class
Hedman, Mr. Oskar Arvid;27;S;3classPass;15;;m;3;3class
"Hegarty, Miss Hanora ""Nora""";18;Q;3classPass;;;f;3;3class
Heikkinen, Miss Laina;26;S;3classPass;14;;f;3;3class
Heininen, Miss Wendla Maria;23;S;3classPass;;8MB;m;3;3class
Hellström, Miss Hilda Maria;22;S;3classPass;C;;f;3;3class
Hendekovi?, Mr. Ignjac;28;S;3classPass;;306MB;m;3;3class
Henriksson, Miss Jenny Lovisa;28;S;3classPass;;3MB;m;3;3class
Henry, Miss Bridget Delia;23;Q;3classPass;;;m;3;3class
Hirvonen, Mrs. Helga Elisabeth (née Lindqvist);22;S;3classPass;15;;f;3;3class
Hirvonen, Miss Hildur Elisabeth;2;S;3classPass;15;;f;3;3class
Holm, Mr. Johan Fredrik Alexander;43;S;3classPass;;;m;3;3class
Holten, Mr. Johan Martin;28;S;3classPass;;;m;3;3class
Honkanen, Miss Eliina;27;S;3classPass;A;;f;3;3class
Horgan, Mr. John;22;Q;3classPass;;;m;3;3class
Howard, Miss May Elizabeth;27;S;3classPass;C;;f;3;3class
Humblen, Mr. Adolf Mathias Nicolai Olsen;42;S;3classPass;;;m;3;3class
Husayn, Master Husayn Mahumud;11;C;3classPass;;;m;3;3class
Hyman, Mr. Solomon Abraham;34;S;3classPass;C;;m;3;3class
Ilmakangas, Miss Ida Livija;27;S;3classPass;;;f;3;3class
Ilmakangas, Miss Pieta Sofia;25;S;3classPass;;;f;3;3class
Ivanoff, Mr. Kanio;20;S;3classPass;;;m;3;3class
Jabbour, Miss Hileni;16;C;3classPass;;328MM;f;3;3class
Jabbour, Miss Tamini;19;C;3classPass;;;f;3;3class
Jalševac, Mr. Ivan;29;C;3classPass;15;;m;3;3class
Jansson, Mr. Carl Olof;21;S;3classPass;A;;m;3;3class
Jardim, Mr. José Neto;21;S;3classPass;;;m;3;3class
Jensen, Mr. Hans Peder;20;S;3classPass;;;m;3;3class
"Jensen, Mr. Niels Peder ""Rasmus""";48;S;3classPass;;;m;3;3class
Jensen, Mr. Svend Lauritz;17;S;3classPass;;;m;3;3class
Jermyn, Miss Annie Jane;26;Q;3classPass;D;;f;3;3class
Jirjis, Mrs. Shaniini (née Whabee Abi-Saab);22;C;3classPass;C;;f;3;3class
Johannesen, Mr. Bernt Johannes;29;S;3classPass;13;;m;3;3class
Johanson, Mr. Jakob Alfred;34;S;3classPass;;143MB;m;3;3class
Johansson, Mr. Erik;22;S;3classPass;;156MB;m;3;3class
Johansson, Mr. Gustaf Joel;33;S;3classPass;;285MB;m;3;3class
Johansson, Mr. Karl Johan;31;S;3classPass;;;m;3;3class
Johansson, Mr. Nils;29;S;3classPass;;;m;3;3class
Johansson Palmquist, Mr. Oskar Leander;26;S;3classPass;15;;m;3;3class
Johnson, Mr. Alfred;49;S;3classPass;;;m;3;3class
Johnson, Mrs. Elisabeth Vilhelmina (née Berg);26;S;3classPass;15;;f;3;3class
Johnson, Master Harold Theodor;4;S;3classPass;15;;m;3;3class
Johnson, Miss Eleanor Ileen;1;S;3classPass;15;;f;3;3class
Johnson, Mr. Malkolm Joackim;33;S;3classPass;;37MB;m;3;3class
Johnson, Mr. William Cahoone Jr.;19;S;3classPass;;;m;3;3class
Johnston, Mr. Andrew Emslie;35;S;3classPass;;;m;3;3class
"Johnston, Mrs. Elizabeth (née Watson) ""Eliza""";34;S;3classPass;;;f;3;3class
Johnston, Master William Andrew;8;S;3classPass;;;m;3;3class
Johnston, Miss Catherine Nellie;7;S;3classPass;;;f;3;3class
Jonkoff, Mr. Lalju;23;S;3classPass;;;m;3;3class
Jonsson, Mr. Carl;32;S;3classPass;15;;m;3;3class
Jönsson, Mr. Nils Hilding;27;S;3classPass;;;m;3;3class
Jussila, Mr. Eiriik;32;S;3classPass;15;;m;3;3class
Jussila, Miss Katriina;20;S;3classPass;;;f;3;3class
Jussila, Miss Mari Aina;21;S;3classPass;;;f;3;3class
Kallio, Mr. Nikolai Erlantti;17;S;3classPass;;;m;3;3class
Kalvik, Mr. Johannes Halvorsen;21;S;3classPass;;;m;3;3class
Karaji?, Mr. Milan;30;S;3classPass;;;m;3;3class
Karlsson, Mr. Einar Gervasius;21;S;3classPass;13;;m;3;3class
Karlsson, Mr. Julius Konrad Eugen;33;S;3classPass;;;m;3;3class
Karlsson, Mr. Nils August;22;S;3classPass;;;m;3;3class
Karun, Mr. Franz;39;S;3classPass;15;;m;3;3class
"Karun, Miss Manca (""Anna"")";4;S;3classPass;;;f;3;3class
Katavelos, Mr. Vassilios G.;19;C;3classPass;;58MB;m;3;3class
"Keane, Mr. Andrew ""Andy""";23;Q;3classPass;;;m;3;3class
Keefe, Mr. Arthur;39;S;3classPass;A;332O;m;3;3class
Kelly, Mr. James;19;S;3classPass;;70MB;m;3;3class
Kelly, Mr. James;44;Q;3classPass;;;m;3;3class
Kelly, Miss Anna Katherine;20;Q;3classPass;16;;f;3;3class
Kelly, Miss Mary;22;Q;3classPass;D;;f;3;3class
Kennedy, Mr. John Joseph;24;Q;3classPass;15;;m;3;3class
Khalil-Khoury, Mr. Butrus;25;C;3classPass;;;m;3;3class
"Khalil-Khoury, Mrs. Zahie ""Maria""";20;C;3classPass;;;f;3;3class
Kiernan, Mr. John Joseph;24;Q;3classPass;;;m;3;3class
Kiernan, Mr. Philip;22;Q;3classPass;;;m;3;3class
Kilgannon, Mr. Thomas;22;Q;3classPass;;;m;3;3class
Kink, Mr. Anton;29;S;3classPass;2;;m;3;3class
Kink, Mrs. Luise (née Heilmann);26;S;3classPass;;;f;3;3class
Kink, Miss Luise Gretchen;4;S;3classPass;;;f;3;3class
Kink, Miss Maria;22;S;3classPass;;;f;3;3class
Kink, Mr. Vincenz;26;S;3classPass;;;m;3;3class
Klasén, Mrs. Hulda Kristina Eugenia (née Lofqvist);36;S;3classPass;;;f;3;3class
Klasén, Mr. Klas Albin;18;S;3classPass;;;m;3;3class
Klasén, Miss Gertrud Emilia;1;S;3classPass;;;f;3;3class
Kraeff, Mr. Theodor;25;C;3classPass;;;m;3;3class
Krekorian, Mr. Neshan;25;C;3classPass;10;;m;3;3class
Kutscher, Mr. Simon;26;S;3classPass;;;m;3;3class
Lahoud Ishaq Mowad, Mr. Sarkis;30;C;3classPass;;;m;3;3class
Laitinen, Miss Kristiina Sofia;37;S;3classPass;;;f;3;3class
Laleff, Mr. Kristo;23;S;3classPass;;;m;3;3class
Lam, Mr. Ali;37;S;3classPass;C;;m;3;3class
Lam, Mr. Len;23;S;3classPass;;;m;3;3class
Landergren, Miss Aurora Adelia;22;S;3classPass;13;;f;3;3class
Lane, Mr. Patrick;16;Q;3classPass;;;m;3;3class
Lang, Mr. Fang;26;S;3classPass;14;;m;3;3class
Larsson, Mr. August Viktor;29;S;3classPass;;;m;3;3class
Larsson, Mr. Bengt Edvin;29;S;3classPass;;;m;3;3class
Larsson-Rondberg, Mr. Edvard A.;22;S;3classPass;;;m;3;3class
Lee, Mr. Bing;32;S;3classPass;C;;m;3;3class
Lee, Mr. Ling;28;S;3classPass;;;m;3;3class
Lefebvre, Mrs. Frances Marie-Anselme (née Daumont);40;S;3classPass;;;f;3;3class
Lefebvre, Miss Mathilde Franck-Marie-Joseph;12;S;3classPass;;;f;3;3class
Lefebvre, Miss Jeannie Franck-Marie-Joseph;8;S;3classPass;;;f;3;3class
Lefebvre, Master Henri Franck-Marie-Joseph;5;S;3classPass;;;m;3;3class
Lefebvre, Miss Ida Franck-Marie-Joseph;3;S;3classPass;;;f;3;3class
Leinonen, Mr. Antti Gustaf;32;S;3classPass;;;m;3;3class
Lennon, Mr. Denis;20;Q;3classPass;;;m;3;3class
Lennon, Miss Mary;18;Q;3classPass;;;f;3;3class
Leonard, Mr. Lionel;36;S;3classPass;;;m;3;3class
Lester, Mr. James;39;S;3classPass;;;m;3;3class
Lievens, Mr. René Gustave Aimé;24;S;3classPass;;;m;3;3class
Lindahl, Miss Agda Thorilda Viktoria;25;S;3classPass;;;f;3;3class
Lindblom, Miss Augusta Charlotta;45;S;3classPass;;;f;3;3class
Lindell, Mr. Edvard Bengtsson;36;S;3classPass;A;;m;3;3class
Lindell, Mrs. Elin Gerda (née Persson);30;S;3classPass;;;f;3;3class
Lindqvist, Mr. Eino William;20;S;3classPass;15;;m;3;3class
Linehan, Mr. Michael;21;Q;3classPass;;;m;3;3class
Ling, Mr. Lee;24;S;3classPass;;;m;3;3class
Linhart, Mr. Wenzel H.;27;S;3classPass;;298MB;m;3;3class
"Livshin, Mr. David (""Abraham Harmer"")";25;S;3classPass;;;m;3;3class
Lobb, Mr. William Arthur;30;S;3classPass;;;m;3;3class
Lobb, Mrs. Cordelia K. (née Stanlick);26;S;3classPass;;55MB;f;3;3class
Lockyer, Mr. Edward Thomas;21;S;3classPass;;153MB;m;3;3class
"Lovell, Mr. John Hall (""Henry"")";20;S;3classPass;;;m;3;3class
Luli?, Mr. Nikola;29;S;3classPass;15;;m;3;3class
Lundahl, Mr. Johan Svensson;51;S;3classPass;;;m;3;3class
Lundström, Mr. Thure Edvin;32;S;3classPass;15;;m;3;3class
Lymperopoulus, Mr. Panagiotis K.;30;C;3classPass;;196MB;m;3;3class
Lyntakoff, Mr. Stanko;44;S;3classPass;;;m;3;3class
Mackay, Mr. George William;20;S;3classPass;;;m;3;3class
"Madigan, Miss Margaret ""Maggie""";21;Q;3classPass;15;;f;3;3class
Madsen, Mr. Fridtjof Arne;24;S;3classPass;13;;m;3;3class
Mäenpää, Mr. Matti Alexanteri;22;S;3classPass;;;m;3;3class
Mahon, Miss Bridget Delia;20;Q;3classPass;;;f;3;3class
Maisner, Mr. Simon;34;S;3classPass;;;m;3;3class
Mäkinen, Mr. Kalle Edvard;29;S;3classPass;;;m;3;3class
Mamee, Mr. Hanna;20;C;3classPass;15;;m;3;3class
Mangan, Miss Mary;32;Q;3classPass;;61MB;f;3;3class
Mannion, Miss Margaret;28;Q;3classPass;16;;m;3;3class
Mardirosian, Mr. Sarkis;25;C;3classPass;;;m;3;3class
Marinko, Mr. Dmitri;23;S;3classPass;;;m;3;3class
Markoff, Mr. Marin;35;S;3classPass;;;m;3;3class
Markun, Mr. Johann;33;C;3classPass;;;m;3;3class
Matinoff, Mr. Nicola;30;C;3classPass;;;m;3;3class
"McCarthy, Miss Catherine ""Katie""";24;Q;3classPass;B;;f;3;3class
McCormack, Mr. Thomas Joseph;19;Q;3classPass;15;;m;3;3class
McCoy, Miss Catherine Agnes;29;Q;3classPass;16;;f;3;3class
McCoy, Miss Alice;26;Q;3classPass;16;;f;3;3class
McCoy, Mr. Bernard;24;Q;3classPass;16;;m;3;3class
McDermott, Miss Bridget Delia;31;Q;3classPass;13;;f;3;3class
McEvoy, Mr. Michael;19;Q;3classPass;;;m;3;3class
McGovern, Miss Mary;22;Q;3classPass;13;;f;3;3class
"McGowan, Miss Anna F. ""Annie""";14;Q;3classPass;13;;f;3;3class
McGowan, Miss Catherine;42;Q;3classPass;;;f;3;3class
McMahon, Mr. Martin;20;Q;3classPass;;;m;3;3class
McNamee, Mr. Neal;27;S;3classPass;;;m;3;3class
McNamee, Mrs. Eileen (née O'Leary);19;S;3classPass;;53MB;f;3;3class
McNeill, Miss Bridget;27;Q;3classPass;;;f;3;3class
Meanwell, Mrs. Mary Ann;63;S;3classPass;;;f;3;3class
Meehan, Mr. John;22;Q;3classPass;;;m;3;3class
"Meek, Mrs. Anna ""Annie"" Louise Rowley";31;S;3classPass;;;f;3;3class
Miesnere, Mr. Simon;34;S;3classPass;;;m;3;3class
Meo-Martino, Mr. Alfonzo;48;S;3classPass;;201MB;m;3;3class
Mernagh, Mr. John Robert;26;Q;3classPass;;;m;3;3class
Midtsjø, Mr. Karl Albert;21;S;3classPass;15;;m;3;3class
Mihoff, Mr. Stoytcho;28;S;3classPass;;;m;3;3class
Miles, Mr. Frank;23;S;3classPass;;;m;3;3class
Mineff, Mr. Ivan;24;S;3classPass;;;m;3;3class
Minkoff, Mr. Lazar;21;S;3classPass;;;m;3;3class
Mitkoff, Mr. Mito;23;S;3classPass;;;m;3;3class
Mockler, Miss Ellen Mary;23;Q;3classPass;16;;f;3;3class
Moen, Mr. Sigurd Hansen;25;S;3classPass;;309M;m;3;3class
Moor, Mrs. Beila;29;S;3classPass;14;;f;3;3class
Moor, Master Meier;7;S;3classPass;14;;m;3;3class
Moore, Mr. Leonard Charles;19;S;3classPass;;;m;3;3class
Moran, Miss Bertha Bridget;28;Q;3classPass;16;;f;3;3class
Moran, Mr. Daniel James;27;Q;3classPass;;;m;3;3class
Morley, Mr. William;34;S;3classPass;;;m;3;3class
Morrow, Mr. Thomas Rowan;30;Q;3classPass;;;m;3;3class
Moss, Mr. Albert Johan;29;S;3classPass;B;;m;3;3class
Moussa, Mrs. Mantoura;35;C;3classPass;C;;f;3;3class
Moutal, Mr. Rahamin Haim;28;S;3classPass;;;m;3;3class
Mubarik, Mrs. Amanah Fa'ud (née Iskandar);24;C;3classPass;C;;f;3;3class
Mubarik, Master Gerios;7;C;3classPass;C;;m;3;3class
Mubarik, Master Halim Gonios;4;C;3classPass;C;;m;3;3class
"Mullen, Miss Katherine ""Katie""";19;Q;3classPass;16;;f;3;3class
"Mulvihill, Miss Bridget Elizabeth ""Bertha""";25;Q;3classPass;15;;f;3;3class
Murdlin, Mr. Joseph;22;S;3classPass;;;m;3;3class
"Murphy, Miss Catherine ""Kate""";18;Q;3classPass;16;;f;3;3class
"Murphy, Miss Margaret Jane ""Maggie/Mary""";25;Q;3classPass;16;;f;3;3class
Murphy, Miss Nora;34;Q;3classPass;16;;f;3;3class
Muslamani, Mrs. Fatimah;22;C;3classPass;C;;f;3;3class
Myhrman, Mr. Pehr Fabian Oliver Malkolm;18;S;3classPass;;;m;3;3class
Nackid, Mr. Sahid;20;C;3classPass;C;;m;3;3class
"Nackid, Miss Waika ""Mary"" (née Mowad)";19;C;3classPass;C;;f;3;3class
Nackid, Miss Maria;1;C;3classPass;C;;f;3;3class
Naidenoff, Mr. Penko;22;S;3classPass;;;m;3;3class
Nakli-Khoury, Mr. Toufik;17;C;3classPass;;;m;3;3class
Nancarrow, Mr. William Henry;33;S;3classPass;;;m;3;3class
Nankoff, Mr. Minko;32;S;3classPass;;;m;3;3class
Nasr Alma, Mr. Mustafa;20;C;3classPass;;;m;3;3class
Nassr Rizq, Mr. Saade;20;C;3classPass;;;m;3;3class
Naughton, Miss Hannah;21;Q;3classPass;;;f;3;3class
Nenkoff, Mr. Christo;22;S;3classPass;;;m;3;3class
Nieminen, Miss Manta Josefiina;29;S;3classPass;;;f;3;3class
Niklasson, Mr. Samuel;28;S;3classPass;;;m;3;3class
Nilsson, Mr. August Ferdinand;21;S;3classPass;;;m;3;3class
Nilsson, Miss Berta Olivia;18;S;3classPass;D;;f;3;3class
Nilsson, Miss Helmina Josefina;26;S;3classPass;13;;f;3;3class
Niqula-Yarid, Miss Jamilah;14;C;3classPass;C;;f;3;3class
Niqula-Yarid, Master Ilyas;12;C;3classPass;C;;m;3;3class
Nirva, Mr. Iisakki Antino Äijö;41;S;3classPass;;;m;3;3class
Niskanen, Mr. Juha;39;S;3classPass;9;;m;3;3class
Nofal, Mr. Mansur;20;C;3classPass;;181MB;m;3;3class
Nosworthy, Mr. Richard Cater;21;S;3classPass;;;m;3;3class
Nysten, Miss Anna Sofia;22;S;3classPass;13;;f;3;3class
Nysveen, Mr. Johan Hansen;61;S;3classPass;;;m;3;3class
O'Brien, Mr. Thomas;27;Q;3classPass;;;m;3;3class
"O'Brien, Mrs. Johanna ""Hannah"" (née Godfrey)";26;Q;3classPass;D;;f;3;3class
O'Brien, Mr. Timothy;21;Q;3classPass;;;m;3;3class
O'Connell, Mr. Patrick Denis;17;Q;3classPass;;;m;3;3class
O'Connor, Mr. Maurice;16;Q;3classPass;;;m;3;3class
O'Connor, Mr. Patrick;23;Q;3classPass;;;m;3;3class
O'Driscoll, Miss Bridget;24;Q;3classPass;D;;f;3;3class
"O'Dwyer, Miss Ellen ""Nellie""";25;Q;3classPass;A;;f;3;3class
O'Keefe, Mr. Patrick;22;Q;3classPass;B;;m;3;3class
"O'Leary, Miss Hanora ""Nora""";16;Q;3classPass;13;;f;3;3class
O'Sullivan, Miss Bridget Mary;21;Q;3classPass;;;f;3;3class
Ödahl, Mr. Nils Martin;23;S;3classPass;;;m;3;3class
Öhman, Miss Velin;22;S;3classPass;C;;f;3;3class
Olsen, Mr. Henry Margido;28;S;3classPass;;173MB;m;3;3class
Olsen, Mr. Karl Siegwart Andreas;42;S;3classPass;;;m;3;3class
Olsen, Master Arthur Carl;9;S;3classPass;13;;m;3;3class
Olsen, Mr. Ole Martin;27;S;3classPass;;;m;3;3class
Olsson, Miss Elina;31;S;3classPass;;;f;3;3class
Olsson, Mr. Nils Johan Göransson;28;S;3classPass;;;m;3;3class
Olsson, Mr. Oskar Wilhelm;32;S;3classPass;A;;m;3;3class
Olsvingen, Mr. Thor Andersen;20;S;3classPass;;89MB;m;3;3class
Oreškovi?, Miss Jelka;23;S;3classPass;;;f;3;3class
Oreškovi?, Mr. Luka;20;S;3classPass;;;m;3;3class
Oreškovi?, Miss Marija;20;S;3classPass;;;f;3;3class
Osén, Mr. Olaf Elon;16;S;3classPass;;;m;3;3class
Pålsson, Mrs. Alma Cornelia (née Berglund);29;S;3classPass;;206MB;f;3;3class
Pålsson, Miss Torborg Danira;8;S;3classPass;;;f;3;3class
Pålsson, Master Paul Folke;6;S;3classPass;;;m;3;3class
Pålsson, Miss Stina Viola;3;S;3classPass;;;f;3;3class
Pålsson, Master Gösta Leonard;2;S;3classPass;;;m;3;3class
Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala);41;S;3classPass;;;f;3;3class
Panula, Mr. Ernesti Arvid;16;S;3classPass;;;m;3;3class
Panula, Mr. Jaakko Arnold;15;S;3classPass;;;m;3;3class
Panula, Master Juha Niilo;7;S;3classPass;;;m;3;3class
Panula, Master Urho Abraham;2;S;3classPass;;;m;3;3class
Panula, Master Eino Viljami;1;S;3classPass;;;m;3;3class
Paši?, Mr. Jakov;21;S;3classPass;;;m;3;3class
Patchett, Mr. George;19;S;3classPass;;;m;3;3class
Pavlovi?, Mr. Štefo;32;S;3classPass;;;m;3;3class
Peacock, Mrs. Edith (née Nile);26;S;3classPass;;;f;3;3class
Peacock, Miss Treasteall;4;S;3classPass;;;f;3;3class
Peacock, Master Albert Edward;0,58;S;3classPass;;;m;3;3class
Pearce, Mr. Ernest;32;S;3classPass;;;m;3;3class
Pedersen, Mr. Olaf;28;S;3classPass;;;m;3;3class
Peduzzi, Mr. Giuseppe;24;S;3classPass;;;m;3;3class
