Name;Age;Boarded;Position;Lifeboat;Body;Sex;Class;Group
Lefebvre, Mr. Paul Georges;35;S;Saloon Steward;;211v;m;0;Victualling
Leonard, Mr. Matthew;26;B;Steward;;;m;0;Victualling
Levett, Mr. George Alfred;21;B;Assistant Pantryman;;;m;0;Victualling
Lewis, Mr. Arthur Ernest;27;S;Steward;15;;m;0;Victualling
Light, Mr. C.;23;S;Plate Steward;;;m;0;Victualling
Littlejohn, Mr. Alexander James;40;B;Saloon Steward;13;;m;0;Victualling
Lloyd, Mr. Humphrey;32;B;Saloon Steward;;57MB;m;0;Victualling
Locke, Mr. A.;33;S;Scullion;;;m;0;Victualling
Longmuir, Mr. John Dickson;19;S;Assistant Pantry Steward;;;m;0;Victualling
Lovell, Mr. John;38;S;Grill Cook;;;m;0;Victualling
Lucas, Mr. William;34;B;Saloon Steward;A;;m;0;Victualling
Lydiatt, Mr. Charles;38;S;Saloon Steward;;;m;0;Victualling
Mabey, Mr. J.;23;S;Steward;;;m;0;Victualling
Mackay, Mr. Charles Donald;34;B;Saloon Steward;11;;m;0;Victualling
Mackie, Mr. George William;34;S;Bedroom Steward;;;m;0;Victualling
Major, Mr. Thomas Edgar;35;B;Bath Steward;;;m;0;Victualling
Mantle, Mr. Roland Frederick;36;S;Steward;;;m;0;Victualling
Marks, Mr. J.;26;S;Assistant Pantryman Steward;;;m;0;Victualling
Marriott, Mr. J.W.;20;S;Assistant Pantryman Steward;;2MB;m;0;Victualling
Marsden, Miss Evelyn;28;S;Stewardess;16;;f;0;Victualling
Martin, Mrs. Annie;33;S;Stewardess;11;;f;0;Victualling
Martin, Mr. F.;29;S;Scullion;13;;m;0;Victualling
Maynard, Mr. Isaac Hiram;31;B;Entre Cook;B;;m;0;Victualling
Maytum, Mr. Alfred;52;B;Chief Butcher;;141MB;m;0;Victualling
McCarthy, Mr. Frederick;36;S;Bedroom Steward;;;m;0;Victualling
McCawley, Mr. Thomas W.;36;B;Gymnasium Steward;;;m;0;Victualling
McElroy, Mr. Hugh Walter;37;S;Purser;;157MB;m;0;Victualling
McGrady, Mr. James;27;S;Saloon Steward;;330A;m;0;Victualling
McLaren, Mrs.;40;S;Stewardess;5;;f;0;Victualling
McMicken, Mr. Arthur;23;B;Saloon Steward;11;;m;0;Victualling
McMicken, Mr. Benjamin Tucker;21;B;Second Pantry Steward;;;m;0;Victualling
McMullin, Mr. James;31;B;Saloon Steward;;;m;0;Victualling
McMurray, Mr. William Ernest;43;B;Bedroom Steward;;;m;0;Victualling
Mellor, Mr. Arthur;34;S;Saloon Steward;;;m;0;Victualling
Middleton, Mr. M.V.;24;S;Saloon Steward;;;m;0;Victualling
Mills, Mr. Christopher;51;S;Butcher;C;;m;0;Victualling
Mishellamy, Mr. Abraham;52;B;Printer Steward;;;m;0;Victualling
Moore, Mr. Alfred Ernest;39;S;Saloon Steward;;;m;0;Victualling
Morgan (Bird), Mr. Charles Frederick;42;S;Assistant Storekeeper;;;m;0;Victualling
Morris, Mr. Frank Herbert;28;B;Bathroom Steward;14;;m;0;Victualling
Moss, Mr. William;34;B;First Saloon Steward;;;m;0;Victualling
Mullen, Mr. Thomas A.;20;S;Steward;;323M;m;0;Victualling
Neal, Mr. Henry;25;S;Baker;13;;m;0;Victualling
Nicholls, Mr. Sidney;39;S;Saloon Steward;;;m;0;Victualling
Nichols, Mr. A. D.;34;S;Steward;;;m;0;Victualling
Nichols, Mr. Walter Henry;35;S;Steward;15;;m;0;Victualling
O'Connor, Mr. Thomas Peter;39;B;Bedroom Steward;;;m;0;Victualling
Olive, Mr. Ernest Roskelly;28;S;Clothes Presser Steward;;;m;0;Victualling
Orpet, Mr. Walter Hayward;31;S;Saloon Steward;;;m;0;Victualling
Orr, Mr. J.;40;S;Assistant Vegetable Cook;;;m;0;Victualling
Osbourne, Mr. William Edward;32;B;Saloon Steward;;;m;0;Victualling
Owen, Mr. Lewis;49;S;Assistant Saloon Steward;;;m;0;Victualling
Pacey, Mr. Reginald Ivan;17;S;Lift Steward;;;m;0;Victualling
Paintin, Mr. James Arthur;29;S;Captain's Steward;;;m;0;Victualling
Parsons, Mr. Edward;35;S;Chief Storekeeper;;;m;0;Victualling
Parsons, Mr. Richard;18;S;Saloon Steward;;;m;0;Victualling
Pearce, Mr. Alfred Ernest;24;S;Steward;;;m;0;Victualling
Pearcey, Mr. Albert Victor;32;S;Steward;C;;m;0;Victualling
Pennal, Mr. Thomas Francis;33;S;Bath Steward;;;m;0;Victualling
Penny, Mr. William Far;30;S;Assistant Saloon Steward;;;m;0;Victualling
Penrose, Mr. John Poole;49;B;Bedroom Steward;;;m;0;Victualling
Perkins, Mr. Laurence Alexander;22;S;Telephone Steward;;;m;0;Victualling
Perrin, Mr. William Charles;39;S;Boots Steward;;;m;0;Victualling
Perriton, Mr. Hubert Prouse;31;S;Saloon Steward;;;m;0;Victualling
Petty, Mr. Edwin Henry;25;S;Bedroom Steward;;82MB;m;0;Victualling
Pfropper, Mr. Richard;30;S;Saloon Steward;9;;m;0;Victualling
Phillimore, Mr. Harold Charles William;23;B;Saloon Steward;14;;m;0;Victualling
"Phillips, Mr. John George ""Jack""";25;B;Telegraphist;;;m;0;Victualling
Platt, Mr. W.;18;B;Scullion;;;m;0;Victualling
Pook, Mr. P.;34;B;Assistant Pantry;;;m;0;Victualling
Port, Mr. Frank;32;B;Steward;13;;m;0;Victualling
Porteus, Mr. Thomas;32;B;Butcher;;;m;0;Victualling
Prentice, Mr. Frank Winnold;22;B;Storekeeper;4;;m;0;Victualling
Prichard, Mrs. Alice;33;B;Stewardess;11;;f;0;Victualling
"Prideaux, Mr. John Arthur ""Jack""";23;B;Steward;;;m;0;Victualling
Prior, Mr. Harold John;21;B;Steward;11;;m;0;Victualling
Proctor, Mr. Charles;40;B;Chef;;;m;0;Victualling
Pryce, Mr. Charles William;22;S;Saloon Steward;;;m;0;Victualling
Pugh, Mr. Alfred;20;S;Steward;14;;m;0;Victualling
Puzey, Mr. John E.;35;B;Saloon Steward;;;m;0;Victualling
Randall, Mr. Frank Henry;27;S;Saloon Steward;;;m;0;Victualling
Ransom, Mr. James;33;B;Saloon Steward;;;m;0;Victualling
Rattonbury, Mr. William Henry;36;B;Assistant Boots Steward;;;m;0;Victualling
Ray, Mr. Frederick Dent;32;B;Saloon Steward;13;;m;0;Victualling
Reed, Mr. Charles S.;43;S;Bedroom Steward;;;m;0;Victualling
Revell, Mr. William;31;B;Saloon Steward;;;m;0;Victualling
Rice, Mr. John Reginald;25;S;Clerk;;64MB;m;0;Victualling
Rice, Mr. John Reginald;25;S;Steward;;;m;0;Victualling
Ricks, Mr. Cyril G.;23;S;Storekeeper;;100MB;m;0;Victualling
Ridout, Mr. W.;29;S;Saloon Steward;;;m;0;Victualling
Rimmer, Mr. Gilbert;27;S;Saloon Steward;;;m;0;Victualling
Roberton, Mr. George Edward;19;S;Assistant Saloon Steward;;127MB;m;0;Victualling
Roberts, Mr. Frank John;36;B;Third Butcher;;231MB;m;0;Victualling
Roberts, Mr. Hugh H.;40;S;Bedroom Steward;;93MB;m;0;Victualling
Roberts, Mrs. Mary Kezziah (née Humphrys);41;S;Saloon Steward;16;;f;0;Victualling
Robinson, Mrs. Annie;40;S;Stewardess;11;;f;0;Victualling
Robinson, Mr. James William;30;S;Saloon Steward;;151MB;m;0;Victualling
Rogers, Mr. Edward James William;32;S;Assistant Storekeeper;;282MB;m;0;Victualling
Rogers, Mr. Michael;27;S;Saloon Steward;;;m;0;Victualling
Ross, Mr. Horace Leopold;36;S;Scullion;13;;m;0;Victualling
Rowe, Mr. Edward M.;31;B;Saloon 1st Class Steward;;;m;0;Victualling
Rule, Mr. Samuel James;58;B;Bathroom Steward;15;;m;0;Victualling
Russell, Mr. Boysie Richard;17;S;Saloon Steward;;;m;0;Victualling
Ryan, Mr. Tom;27;S;Third Class Steward;;264{?}MB[23];m;0;Victualling
Ryerson, Mr. William Edwy;32;S;Saloon Steward;9;;m;0;Victualling
Samuel, Mr. Owen Wilmore;41;S;Saloon Steward;;217MB;m;0;Victualling
Saunders, Mr. D. E.;26;S;Saloon Steward;;;m;0;Victualling
Savage, Mr. Charles J.;23;S;Saloon Steward;11;;m;0;Victualling
Scott, Mr. John;21;S;Boots Steward;;;m;0;Victualling
Scovell, Mr. Robert;42;S;Saloon Steward;;;m;0;Victualling
Sedunary, Mr. Sidney Francis;25;S;Third Class Steward;;178MB;m;0;Victualling
Shea, Mr. John;39;B;Saloon Steward;;11MB;m;0;Victualling
Slight, Mr. Harry John;35;S;Steward;;21{?}MB[21];m;0;Victualling
Sloan, Miss Mary;28;S;Stewardess;;;f;0;Victualling
Slocombe, Mrs. Maud (née Waldon);30;S;Turkish Bath Stewardess;;;f;0;Victualling
Smillie, Mr. John;38;B;Saloon Steward;;91MB;m;0;Victualling
Smith, Mr. Charles Edward;38;S;Bed Room Steward;;329MM;m;0;Victualling
Smith, Mr. F;20;S;Assistant Pantryman Steward;;240{?}MBSee[21];m;0;Victualling
Smith, Miss Katherine E.;42;S;Stewardess;;;f;0;Victualling
Snape, Mrs Lucy Violet;22;S;Stewardess;;;m;0;Victualling
Stap, Miss Sarah Agnes;47;S;Stewardess;;;f;0;Victualling
Stone, Mr. Edmond J.;26;S;First class Bedroom Steward;;41MB[24];m;0;Victualling
Stone, Mr. Edward Thomas;30;S;First class Bedroom Steward;;243MB[24];m;0;Victualling
Talbot, Mr. George Frederick Charles.;27;S;Steward;;150MB;m;0;Victualling
Taylor, Mr. William;21;S;Boots Steward;;36{?}MB[21];m;0;Victualling
Teuton, Mr. Thomas Moore;32;S;Saloon Steward;;226MB;m;0;Victualling
Toshack, Mr. James A.;30;S;First Class Saloon Steward;;;m;0;Victualling
Turner, Mr. Leopold[25];28;B;First Class Saloon Steward;;23MB;m;0;Victualling
Veal, Mr. Thomas H.E.;38;S;First Class Saloon Steward;;;m;0;Victualling
Wake, Mr. T.;32;S;Asst. Baker;;;m;0;Victualling
Wallis, Mrs Catherine Jane;35;S;Second Class Matron;;;f;0;Victualling
Walpole, Mr. James;48;B;Chief Pantryman;;;m;0;Victualling
Walsh, Miss Catherine;32;S;Stewardess;;;f;0;Victualling
Ward, Mr. Edward;34;S;First Class Bedroom Steward;;;m;0;Victualling
Ward, Mr. Percy T.;38;S;First Class Bedroom Steward;;;m;0;Victualling
Ward, Mr. William;36;S;First Class Saloon Steward;9;;m;0;Victualling
Wareham, Mr. Robert Arthur;36;S;First Class Bedroom Steward;;246MB;m;0;Victualling
Warwick, Mr. Thomas;35;S;First Class Bedroom Steward;;;m;0;Victualling
Weatherston, Mr. Thomas;24;B;First Class Bedroom Steward;;;m;0;Victualling
Weikman, Mr. Augustus Henry;51;S;First Class Barber;A;;m;0;Victualling
White, Mr. Arthur;37;S;Third Class Barber;;247MB;m;0;Victualling
White, Mr. Edward Joseph;27;S;Glory Hole Steward;;272MB;m;0;Victualling
White, Mr. L.;32;S;First Class Saloon Steward;;;m;0;Victualling
Whiteley, Mr. Thomas;18;S;First Class Saloon Steward;B;;m;0;Victualling
Whitford, Mr. A.H.;37;S;Second Class Saloon Steward;;;m;0;Victualling
Whittman, Mr. Henry;34;S;First Class Bedroom Steward;;315MB;m;0;Victualling
Widgery, Mr. James G.;37;S;Second Class Bath Steward;9;;m;0;Victualling
Wildebank, Mr. Alfred E.;39;S;Asst. Cook;13;;m;0;Victualling
Williams, Mr. Walter J.;28;S;Second Class Saloon Steward;13;;m;0;Victualling
Willis, Mr. William;66;S;Third Class Steward;;;m;0;Victualling
Wiltshire, Mr. W.;33;S;Asst. Butcher;;;m;0;Victualling
Witter, Mr. James W.C.;31;S;Second Class Smoking Room Steward;11;;m;0;Victualling
Wood, Mr. J.T.;40;S;Second Class Saloon Steward;;;m;0;Victualling
Wormald, Mr. Frederick William;36;S;First Class Saloon Steward;;144MB;m;0;Victualling
Wrapson, Mr. Frederick B.;19;S;Asst. Pantryman;;;m;0;Victualling
Wright, Mr. Frederick;24;S;Squash Court Steward;;;m;0;Victualling
Wright, Mr. William;40;S;Glory Hole Steward;13;;m;0;Victualling
Yearsley, Mr. Harry;38;S;First Class Saloon Steward;9;;m;0;Victualling
Allaria, Mr. Battista Antonio;30;S;Asst. Waiter;;221MB;m;0;restaurant
Aspeslagh, Mr. Georges;26;S;Asst. Plateman;;;m;0;restaurant
Banfi, Mr. Ugo;24;S;Waiter;;;m;0;restaurant
Basilico, Mr. Giovanni;27;S;Waiter;;;m;0;restaurant
Bazzi, Mr. Narciso;33;S;Waiter;;;m;0;restaurant
Bernardi, Mr. Battista;22;S;Asst. Waiter;;215MB;m;0;restaurant
Bertoldo, Mr. Fioravante Giuseppe;23;S;Asst. Waiter;;-;m;0;restaurant
Beux, Mr. David;26;S;Asst. Waiter;;;m;0;restaurant
Bietrix, Mr. George Baptiste;28;S;Cook;;;m;0;restaurant
Blument, Mr. Jean Baptiste;26;S;Pantryman;;;m;0;restaurant
Bochet, Mr. Pierre Giuseppe;43;S;Waiter;;;m;0;restaurant
"Bolhuis, Mr. Hendrik ""Hennie""";21;S;Larder Cook;;;m;0;restaurant
Bowker, Miss Ruth;27;S;Cashier;6;;f;0;restaurant
Casali, Mr. Giulio;27;S;Waiter;;;m;0;restaurant
Chaboisson, Mr. Adrien Finnin;25;S;Roast Cook;;;m;0;restaurant
Cornaire, Mr. Marcel Raymond André;19;S;Asst. Roast Cook;;;m;0;restaurant
Coutin, Mr. Auguste Louis;28;S;Entrée Cook;;;m;0;restaurant
Crovella, Mr. Luigi;17;S;Asst. Waiter;;;m;0;restaurant
De Marsico, Mr. Giovanni;20;S;Asst. Waiter;;;m;0;restaurant
Debreucq, Mr. Maurice Emile Victor;22;S;Asst. Waiter;;244MB;m;0;restaurant
Desvernine, Mr. Louis Gabriel;20;S;Asst. Pastry Cook;;;m;0;restaurant
Donati, Mr. Italo Francesco;17;S;Asst. Waiter;;311M;m;0;restaurant
Dornier, Mr. Louis Auguste;20;S;Asst. Fish Cook;;;m;0;restaurant
Fey, Mr. Carlo;30;S;Scullion;;;m;0;restaurant
"Gatti, Mr. Gaspare Antonio Pietro ""Luigi""";37;S;Restaurant Manager;;13M;m;0;restaurant
Gilardino, Mr. Vincenzo Pio;31;S;Waiter;;;m;0;restaurant
Grosclaude, Mr. Gérald;24;S;Waiter;;;m;0;restaurant
Jaillet, Mr. Henri Marie;28;S;Pastry Cook;;277MB;m;0;restaurant
Janin, Mr. Claude Marie;29;S;Soup Cook;;;m;0;restaurant
Jeffery, Mr. William Alfred;28;S;Controller;;;m;0;restaurant
Jouannault, Mr. Georges Jules;24;S;Asst. Sauce Cook;;;m;0;restaurant
"Martin, Miss Margaret Edwina ""Mabel""";20;S;Cashier;6;;f;0;restaurant
Mattmann, Mr. Adolf;20;S;Ice Man;;;m;0;restaurant
Maugé, Mr. Paul Achille Maurice Germain;25;S;Kitchen Clerk;13;;m;0;restaurant
Monteverdi, Mr. Giovanni;23;S;Cook;;;m;0;restaurant
Monrós, Mr. Joan Xavier;20;S;Asst. Waiter;;27MB;m;0;restaurant
Nannini, Mr. Francesco Luigi;42;S;Head Waiter;;;m;0;restaurant
Pachera, Mr. Jean Baptiste Stanislas;19;S;Asst. Larder Cook;;;m;0;restaurant
Pedrini, Mr. Alessandro;21;S;Asst. Waiter;;104MB;m;0;restaurant
Peracchio, Mr. Alberto;20;S;Asst. Waiter;;;m;0;restaurant
Peracchio, Mr. Sebastiano;17;S;Asst. Waiter;;;m;0;restaurant
Perotti, Mr. Alfonso;20;S;Asst. Waiter;;;m;0;restaurant
Phillips, Mr. Walter John;35;S;Storekeeper;;;m;0;restaurant
Piatti, Mr. Luigi;17;S;Asst. Waiter;;;m;0;restaurant
Piazza, Mr. Pompeo;30;S;Waiter;;266MB;m;0;restaurant
Poggi, Mr. Emilio;28;S;Waiter;;301MB;m;0;restaurant
Price, Mr. Ernest;17;S;Barman;;186MB;m;0;restaurant
Ratti, Mr. Enrico;21;S;Waiter;;;m;0;restaurant
Ricaldone, Mr. Rinaldo Renato;22;S;Asst. Waiter;;;m;0;restaurant
Rigozzi, Mr. Abele;22;S;Asst. Waiter;;115MB;m;0;restaurant
Rotta, Mr. Angelo Mario;23;S;Waiter;;;m;0;restaurant
Rousseau, Mr. Pierre;49;S;Chef;;;m;0;restaurant
Saccaggi, Mr. Giovanni Giuseppe Emilio;24;S;Asst. Waiter;;;m;0;restaurant
Salussolia, Mr. Giovanni;25;S;Glass Man;;;m;0;restaurant
Sartori, Mr. Lazar;24;S;Asst. Glass Man;;;m;0;restaurant
Scavino, Mr. Candido;42;S;Carver;;;m;0;restaurant
Sesia, Mr. Giacomo;24;S;Waiter;;;m;0;restaurant
Testoni, Mr. Ercole;23;S;Asst. Glass Man;;;m;0;restaurant
Tietz, Mr. Karl;27;S;Kitchen Porter;;;m;0;restaurant
Turvey, Mr. Charles;16;S;Page Boy;;;m;0;restaurant
Urbini, Mr. Roberto;22;S;Waiter;;;m;0;restaurant
Valvassori, Mr. Ettore Luigi;35;S;Waiter;;;m;0;restaurant
Vicat, Mr. Alphonse Jean Eugene;21;S;Cook;;;m;0;restaurant
Villvarlange, Mr. Pierre Léon Gabriel;19;S;Asst. Soup Cook;;;m;0;restaurant
Vine, Mr. H.;18;S;Asst. Controller;;;m;0;restaurant
Vioni, Mr. Roberto;31;S;Waiter;;;m;0;restaurant
Voegelin-Dubach, Mr. Johannes;35;S;Coffee Maker;;;m;0;restaurant
Zanetti, Mr. Minio;20;S;Asst. Waiter;;;m;0;restaurant
Zarracchi, Mr. L.;26;S;Wine Butler;;;m;0;restaurant
Andrews, Mr. Thomas;39;B;Shipbuilder;;;m;1;garantee
Campbell, Mr. William Henry;21;B;Joiner;;;m;2;garantee
Chisholm, Mr. Roderick Robert Crispin;40;B;Draughtsman;;;m;1;garantee
Cunningham, Mr. Alfred Fleming;21;B;Fitter;;;m;2;garantee
"Frost, Mr. Anthony Wood ""Artie""";37;B;Fitter;;;m;;garantee
Knight, Mr. Robert J.;39;B;Fitter;;;m;;garantee
"Parkes, Mr. Francis ""Frank""";21;B;Plumber;;;m;;garantee
Parr, Mr. William Henry Marsh;29;B;Electrician;;;m;1;garantee
Watson, Mr. Ennis Hastings;15;B;Electrician's Apprentice;;;m;2;garantee
Woodward, John Wesley;32;S;Cellist;;;m;2;Orchestra
Taylor, Percy Cornelius;32;S;Cellist;;;m;2;Orchestra
Krins, Georges Alexandre;23;S;Violinist;;;m;2;Orchestra
Hume, John Law;21;S;Violinist;;193MB;m;2;Orchestra
Hartley, Wallace;33;S;Bandmaster, violinist;;224MB;m;2;Orchestra
Clarke, John Frederick Preston;30;S;Bassist;;202MB;m;2;Orchestra
Bricoux, Roger Marie;20;S;Cellist;;;m;2;Orchestra
Brailey, Theodore Ronald;24;S;Pianist;;;m;2;Orchestra
Gwinn, Mr. William Logan;37;S;postman;;;m;0;Postman
March, Mr. John Starr;50;S;postman;;225MB;m;0;Postman
"Smith, Mr. John Richard ""Jago""";35;S;postman;;;m;0;Postman
Williamson, Mr. James Bertram;35;S;postman;;;m;0;Postman
Woody, Mr. Oscar Scott;41;S;postman;;167MB;m;0;Postman
Anderson, Mr. James;40;S;Able Seaman;16;;m;0;Deck
Anderson, Mr. John;41;S;Able Seaman;16;;m;0;Deck
Archer, Mr. Ernest Edward;36;S;Able Seaman;3;;m;0;Deck
Bailey, Mr. Joseph Henry;43;S;Master-at-arms;16;;m;0;Deck
Bradley, Mr. T.;29;S;Able Seaman;;;m;0;Deck
Brice, Mr. Walter T.;42;S;Able Seaman;11;;m;0;Deck
Bright, Mr. Arthur John;41;S;Quartermaster;D;;m;0;Deck
Buley, Mr. Edward John;27;S;Able Seaman;10;;m;0;Deck
Clench, Mr. Frederick;34;S;Able Seaman;12;;m;0;Deck
Clench, Mr. George James;31;S;Able Seaman;;;m;0;Deck
Couch, Mr. Frank;28;S;Able Seaman;;253MB;m;0;Deck
Davis, Mr. Stephen James;39;S;Able Seaman;;;m;0;Deck
Evans, Mr. Alfred Frank;24;S;Lookout;15;;m;0;Deck
Evans, Mr. Frank Oliver;24;S;Able Seaman;10;;m;0;Deck
Fleet, Mr. Frederick;24;B;Lookout;6;;m;0;Deck
Foley, Mr. John;44;B;Storekeeper;4;;m;0;Deck
Forward, Mr. James;27;S;Able Seaman;16;;m;0;Deck
Haines, Mr. Albert M.;31;B;Boatswain;9;;m;0;Deck
Harder, Mr. William;39;S;Window Cleaner;14;;m;0;Deck
Hemming, Mr. Samuel Ernest;43;B;Lamp Trimmer;4;;m;0;Deck
Hichens, Mr. Robert;29;S;Quartermaster;6;;m;0;Deck
Hogg, Mr. George Alfred;29;B;Lookout;7;;m;0;Deck
Holman, Mr. Harry;27;B;Able Seaman;;;m;0;Deck
Hopkins, Mr. Robert John;40;S;Able Seaman;13;;m;0;Deck
Horswill, Mr. Albert Edward James;33;S;Able Seaman;1;;m;0;Deck
Humphreys, Mr. Sidney James;48;S;Quartermaster;11;;m;0;Deck
Hutchinson, Mr. John Hall;26;B;Carpenter/Joiner;;170MB;m;0;Deck
Jewell, Mr. Archie;23;B;Lookout;7;;m;0;Deck
Jones, Mr. Thomas William;32;S;Able Seaman;8;;m;0;Deck
King, Mr. Thomas W.;43;S;Master-at-arms;;;m;0;Deck
Lee, Mr. Reginald Robinson;41;S;Lookout;13;;m;0;Deck
Lucas, Mr. William A.;25;S;Able Seaman;D;;m;0;Deck
Lyons, Mr. William Henry[13];26;S;Able Seaman;4;;m;0;Deck
Matherson, Mr. David;30;S;Able Seaman;;192MB;m;0;Deck
Mathais, Mr. Montague Vincent;27;S;Mess Steward;;;m;0;Deck
Maxwell, Mr. John;31;B;Carpenter/Joiner;;;m;0;Deck
McCarthy, Mr. William;47;S;Able Seaman;4;;m;0;Deck
McGough, Mr. James R.;25;S;Able Seaman;9;;m;0;Deck
Moore, Mr. George Alfred;32;S;Able Seaman;3;;m;0;Deck
Nichols, Mr. Alfred;42;B;Boatswain;;;m;0;Deck
O'Loughlin, Dr. William Francis Norman;62;B;Surgeon;;;m;0;Deck
Olliver, Mr. Alfred;27;B;Quartermaster;5;;m;0;Deck
Osman, Mr. Frank;28;S;Able Seaman;2;;m;0;Deck
Pascoe, Mr. Charles H.;43;S;Able Seaman;8;;m;0;Deck
Perkis, Mr. Walter John;37;B;Quartermaster;4;;m;0;Deck
Peters, Mr. William Chapman;26;S;Able Seaman;9;;m;0;Deck
Poingdestre, Mr. John Thomas;33;S;Able Seaman;12;;m;0;Deck
Rowe, Mr. George Thomas;32;B;Quartermaster;C;;m;0;Deck
Sawyer, Mr. Robert James;30;S;Window Cleaner;;;m;0;Deck
Scarrott, Mr. Joseph George;33;S;Able Seaman;14;;m;0;Deck
Simpson, Dr. John Edward;37;S;Assistant Surgeon;;;m;0;Deck
Smith, Mr. William;26;S;Able Seaman;;;m;0;Deck
Symons, Mr. George Thomas Macdonald;24;S;Lookout;1;;m;0;Deck
Tamlyn, Mr. Frederick;23;S;Mess Steward;;123MB;m;0;Deck
Taylor, Mr. C.;35;S;Able Seaman;;;m;0;Deck
Terrell, Mr. Bertram;20;S;Able Seaman;;;m;0;Deck
Vigott, Mr. Philip Francis;32;S;Able Seaman;13;;m;0;Deck
Weller, Mr. William Clifford;30;B;Able Seaman;7;;m;0;Deck
Wynn, Mr. Walter;41;B;Quartermaster;9;;m;0;Deck
